Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Tipo acabado de piso cerámica,Vigilancia 24hrs,Tipo de piso en alcobas laminado,Tipo de cocina paralela,Equipado / amoblado,Tipo de piso en estudio laminado,Ubicado en edificio,Chimenea,Terraza/Balcón terraza,Cocina integral,Esquinero,Cerca colegios / universidades,Cerca supermercados,Características del parqueadero cubierto,Tipo de piso en comedor laminado,Portería,Número de líneas teléfonicas 0,Tipo de estufa gas,Citófonos,Terraza/Balcón balcón,Piso en baldosa,Tipo acabado de piso laminado,Closets 4,Zonas verdes,Vigilancia,Tipo de casa condominio,Número de local 0,Parqueadero visitantes,Tipo de piso en estudio cerámica,Con terraza,Patio,Hall de alcobas,Estudio o biblioteca,Apto para niños,Piscina,Cuarto de servicio,Jacuzzi,Piso 2,Cocina tipo americano,Lote vacio,Sobre vía principal,Jardín,Piso 4,Piso 5,Instalación de gas natural,Deposito 0,Zona para niños,Zona de lavandería,Vigilancia 0,Tipo de parqueadero propio,Tipo de cocina lineal,Comedor auxiliar,Cerca parques,Calefacción,Gimnasio,Tipo de piso en sala cerámica,Tipo de piso en comedor cerámica,Tipo de casa tradicional,Tipo de cortinas persianas,Tipo de cocina abierta,Deposito 1,Salón comunal,Piso 1,Zona campestre,Tipo de comedor comedor independiente,Número de Ascensores 0,Circuito cerrado de TV,Zona residencial,Alarma,Zona comercial,Acceso para discapacitados,Zona de BBQ,Baño auxiliar,Tipo de lote lote vacío,Piso en porcelanato,Sauna / turco,Baños de servicio,Piso en madera,Calentador gas,Tipo de local en centro comercial,Vista panorámica,Conjunto cerrado,Cerca transporte público,Sobre vía secundaria,Tipo de piso en sala laminado,Ascensor,Depósito o cuarto útil,Cerca centros comerciales,Piso 0,Parqueadero cubierto,Tipo de comedor sala comedor,Número de Ascensores 1,Piso 3,Vista exterior,date,city
"Apartamento en Venta, Mesopotamia",MC4123995,Mesopotamia,5.545703,-73.35434,apartamento,$255.000.000,Entre 10 y 20 años,75 m²,75 m²,$200.00 ,"Excelente ubicación, Zona Residencial, Cerca a Centros Comerciales (La Sexta, Unicentro, Viva Tunja), Universidades (Uptc, Santo Tomas), Zonas Escolares, Campos deportivos. Vigilancia las 24 Horas. Sauna, Jacuzzi, Salón Social, Parque Infantil, Mesa PinPong, Apto con Cortinas Panel Japones, Romanas y BlackOuts, Sala Comedor con Pisos en Porcelanato, 2 Baños con Mueble y División en Vidrio, 2 Habitaciones con Closets, Estudio, Parqueadero Privado y para Vistantes, Ascensor. ",5,2,2,"['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, El Milagro",10278-M4064109,El Milagro,5.537649,-73.368012,apartamento,$280.000.000,Entre 5 y 10 años,200 m²,100 m²,,"Linda casa ubicada en zona de alta valorización, tiene dos apartamentos construidos, los dos están arrendados, la mejor vista hacia la ciudad, trasporte publico cercano, servicios publicos muy economicos. Precio por debajo del mercado. lista para traspaso. papeles al dia
",2,5,4,"['Piso 3', 'Con terraza', 'Vista panorámica', 'Vivienda bifamiliar', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Piso 3', 'Con terraza', 'Vista panorámica', 'Vivienda bifamiliar', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
"Lote o Casalote en Venta, Tunja",920-42150013,Tunja,0,0,lote,$5.590.000.000,Más de 20 años,0 m²,0 m²,,"Excelente lote para venta en Tunja de 43.300 mts ideal para inversionista. Usos permitidos para vivienda, locales, centro comercial, plaza de mercado, oficinas, complejos empresariales, hoteles y hospedaje, estación de servicio, gobierno y administración, cultura, bienestar social, educación, esparcimiento y deportes, entre otros.",2,,,"['Lote vacio', 'Tipo de lote lote vacío']","['Lote vacio', 'Tipo de lote lote vacío']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Balcones De Don Espiritu",10159-M4076777,Balcones De Don Espiritu,5.577967,-73.341217,apartamento,$260.000.000,Entre 0 y 5 años,83 m²,80 m²,1,"VENTA DE CASA EN BALCONES DE DON ESPIRITU Codigo 6229FR824 Se vende casa sector norte de la ciudad de Tunja, consta de dos pisos, distribuidos así Primer Piso Area construida de 41.5 M2, conformada por acceso, garaje, escaleras, cocina, patio jardin comedor, sala, baño social, Segundo Piso Area construida de 41.50 M2, conformada por escaleras, hall de alcobas, tres alcobas, la principal con baño privado, baño auxiliar y balcon adicional. La orientacion de la casa permite que sea abrigada y con excelente iluminacion todo el dia. La casa se entrega con la reja metalica del garaje instalada. La casa cuenta con servicio de gas Otras tienen este servicio, y matriculas pagas del servicio de Agua y energia.  Zona en excelente expansion urbanistica y con buen servicio de transporte a pocos metros. Buenos vecinos.

 
",3,3,3,"['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, UNICENTRO",11295-M3470257,UNICENTRO,5.547044,-73.349235,apartamento,$531.000.000,Entre 5 y 10 años,137 m²,137 m²,$358.80 ,"Apartamento Dúplex con vista hacia el sur y oriente de la ciudad tiene la siguiente distribución : Primer Nivel : Entrada , sala comedor, estudio abierto, balcón, cocina abierta, 1 baño social, habitación con baño privado y tina de hidromasajes. Segundo Nivel : Escalera, estar de alcobas, zona de ropas, 3 alcobas con closet una de estas con baño privado vestier, balcón y otra sólo con baño privado . El edificio cuenta con equipamiento comunal, portería 24 horas, 2 ascensores, citofonía, chut de basuras, sala de cine, gimnasio, zona de canchas deportivas , salón social y parqueadero de visitantes . Acometida general única a tanque de almacenamiento de agua potable.",5,4,4,"['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M4033020,Tunja,na,na,apartamento,$115.000.000,Entre 0 y 5 años,32 m²,30 m²,,"Código 6187FR620 Venta de hermoso aparta estudio a pocas cuadras de la Universidad Juan de Castellanos, Supermercado Paraíso, con fácil acceso de transporte público; consta de una alcoba con closet y baño privado, estudio el cual se puede dejar como otra habitación, cocina integral, sala-comedor y zona de lavandería.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,1,1,"['Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Con terraza', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Con terraza', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Tunja",482-M2231958,Tunja,0,0,lote,$22.327.000.000,Entre 0 y 5 años,22327 m²,22327 m²,,"Magnifico Lote tanto para uso comercial como para vivienda, cerca al centro comercial Green Hills. Se vende o se aporta para proyecto urbanistico. ",2,,,"['Tipo de lote lote vacío', 'Area lote 22327 m²']","['Tipo de lote lote vacío', 'Area lote 22327 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, El Rodeo",10159-M4572411,El Rodeo,5.528646,-73.353299,apartamento,$210.000.000,Entre 0 y 5 años,54.34 m²,52 m²,$110.00 ,"Código 6928FR112 Excelente oportunidad de adquirir apartamento con una encantadora vista hacia el suroriente de la ciudad de Tunja, cerca de la Universidad Nacional Abierta y a Distancia, cuenta con buen transporte público, el apartamento consta de tres habitaciones con closet, habitación principal con baño privado y balcón, sala- comedor con balcón, baño social, cocina equipada, zona de lavandería, calentador a gas natural, parqueadero cubierto, el edificio cuenta con Portería, Vigilancia las veinticuatro horas, cámaras de seguridad, cerca electrificada, ascensor, Salón Social, cancha múltiple, cancha de basquetbol, cancha de futbol, pista atlética, Zona BBQ y tiene proyecto para piscina; se entrega totalmente encortinado con sistema black out y shirt elegant, con lámparas y camas en las habitaciones auxiliares.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,3,2,"['Calefacción', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 10', 'Tipo acabado de piso cerámica', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona de BBQ', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Calefacción', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 10', 'Tipo acabado de piso cerámica', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Piscina', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona de BBQ', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Local Comercial en Venta, CENTRO COMERCIAL GREEN HILLS TUNJA",2238-M3087846,CENTRO COMERCIAL GREEN HILLS TUNJA,,,local,$800.000.000,Entre 0 y 5 años,117 m²,90 m²,$658.00 ,"MAGNIFICO LOCAL EN PLAZOLETA DE COMIDAS CONTIGUO A HAMBURGUESAS EL CORRAL. EXCELENTES ACABADOS. 90 M2 CONSTRUIDOS MAS 82 M2 DE AREA DE USO EXCLUSIVO EN PLAZOLETA DE COMIDAS PARA ESTE LOCAL, ASIGNADOS POR ESCRITURA. 
LOCAL 4B  EN EXCELENTE CENTRO COMERCIAL Y EMPRESARIAL DE LINDO DISEÑO, TIENE LOCALES COMERCIALES, PLAZOLETAS DE COMIDAS, RESTAURANTES, CAFETERIAS, CLINICA OFTALMICA, CONSULTORIOS MEDICOS, OFICINAS, ESTACION DE SERVICIO, ZONAS PARA NIÑOS, AREA DE GIMNASIO. 
",4,,,"['Número de local 4', 'Piso 1', 'Tipo de local en centro comercial', 'Tipo acabado de piso baldosa', 'Vista exterior', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vigilancia 24hrs']","['Número de local 4', 'Piso 1', 'Tipo de local en centro comercial', 'Tipo acabado de piso baldosa', 'Vista exterior', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vigilancia 24hrs']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M4086280,Tunja,na,na,apartamento,$210.000.000,Entre 0 y 5 años,53 m²,49 m²,,"Código 6024FR659 Excelente oportunidad de adquirir apartamento nuevo con acabados de primera categoria a dos minutos de la UPTC, con fácil acceso de transporte público; consta de dos alcobas con closet, la habitación principal con baño privado, baño social, cocina integral, sala-comedor, zona de lavandería, los pisos son en porcelanato y laminado de madera, cielorrasos en Dry Wall, iluminación Led, carpinteria en madera y termo laminado, mesones de baño en mármol y divisiones de vidrio templado y depósito de cuatro metros cuadrados en el primer piso, el edificio cuenta con dos parqueaderos para la venta...

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",4,2,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 3', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10/3/2023,tunja
Casa en Venta,11295-M3357205,,5.554892,-73.347092,apartamento,$600.000.000,Remodelado,101 m²,101 m²,,"Casa ubicada en el barrio Las Quintas  cerca al Club de EBSA y cercano al Centro Comercial Centro Norte, y Viva, igualmente a la Universidad Santo Tomás, en un sector comercial  de alta valorización.  Cuenta con  un área de 101 mts2 de 3 pisos  compuesta de la siguiente manera: En el primer piso, un local grande con baño, el segundo piso, cuenta con 3 alcobas con closet la principal con baño privado , cocina integral tipo americana, sala comedor, y baño social y el tercer piso, 2 habitaciones y cuarto estudio con altillo amplio.",5,5,3,"['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Curubal",11295-M3607259,Curubal,5.52013,-73.350932,lote,$75.000.000,Entre 5 y 10 años,0 m²,74.3 m²,,"Lote ubicado cerca del nuevo terminal y del Batallón del Ejército con vista al centro de la ciudad.  Acceso fácil del transporte público para un proyecto residencial de apartamento o casas con apartamentos,  ya cuenta con puntos para servicios públicos en una zona en desarrollo.",2,,,"['Tipo de lote lote vacío', 'Area lote 74.3 m²']","['Tipo de lote lote vacío', 'Area lote 74.3 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Tunja",10159-M4466915,Tunja,na,na,apartamento,$200.000.000,Entre 0 y 5 años,153 m²,150 m²,1,"Código 6783FR605 Excelente oportunidad de adquirir casa con doble acceso, por calle y carrera en el barrio Doña Eva de la ciudad de Tunja, el primer piso se encuentra en obra gris y consta de dos alcobas, baño, sala comedor, cocina, zona de lavandería y garaje, tiene opción para local comercial, el segundo piso se encuentra en obra negra, con cerramiento de muros y columnas con placa aligerada, para tres habitaciones, dos baños, sala comedor, cocina y zona de lavandería, con fácil acceso de transporte público.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,5,3,"['Baño auxiliar', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Area lote 78 m²', 'Baños de servicio', 'Vista panorámica', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Area lote 78 m²', 'Baños de servicio', 'Vista panorámica', 'Zonas verdes', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Centro historico",3072-M3395865,centro historico,5.532949,-73.360721,lote,$1.200.000.000,Más de 20 años,466 m²,466 m²,$1.200.000.000," venta casa, centro historico de tunja, para vivienda o empresa, 466 mts2, La casa tiene una oficina con baño privado independiente, cuenta con sala comedor amplia,  un baño para el área social ,patio de jardín externo,  la cocina y comedor auxiliar,  despensa, alcoba de servicio y baño, patio independiente para lavado de ropa cubierto, en el segundo piso 4 alcobas con dos baños uno privado para la alcoba principal, también cuenta con área de terraza cubierta con marquesina, tiene cuarto de estudio amplio, Tiene tres garajes uno cubierto,La casa tiene dos plantas que puede ser ampliada para un tercer piso. mayor informacion llamar a elizabeth cely a el 316 dos setenta y nueve 77 cuarenta y uno.",3,,,"['Tipo de lote lote en construcción', 'Area lote 300 m²', 'Sobre vía secundaria']","['Tipo de lote lote en construcción', 'Area lote 300 m²', 'Sobre vía secundaria']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, LAS QUINTAS   C C VIVA Y UNICENTRO",MC4412938,LAS QUINTAS   C C VIVA Y UNICENTRO,5.547044,-73.349235,apartamento,$549.000.000,Entre 0 y 5 años,179 m²,179 m²,1,"ESPECTACULAR CASA ESQUINERA ubicada en el barrio Las Quintas, cerca a Universidad Santo Tomas y centros comerciales Unicentro y Viva Tunja. **¡Precio Negociable!**  Casa de tres niveles con área de 179 mts2: sala comedor, cocina integral con barra americana, patio de ropas independiente, sala de TV, estudio, terraza, garaje, tres baños y cuatro alcobas. Hermosos terminados y de excelente calidad. Estrato 4.",5,4,3,"['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 3', 'Patio', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 3', 'Patio', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,10/3/2023,tunja
"Lote o Casalote en Venta, Tunja",34-M3109091,Tunja,0,0,lote,$460.000.000,Entre 0 y 5 años,7158 m²,7158 m²,,"Lote rural de uso mixto, residencial a un 80 porciento.",2,,,['Area lote 7158 m²'],['Area lote 7158 m²'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
Local Comercial en Venta,11295-M2619430,,,,local,$469.530.000,Entre 0 y 5 años,156 m²,156 m²,,"El inmueble se encuentra en la tercer planta, con acceso por la avenida universitaria ",,,,"['Número de local 0', 'Piso 0', 'Tipo de local otro', 'Vista exterior']","['Número de local 0', 'Piso 0', 'Tipo de local otro', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10/3/2023,tunja
"Apartamento en Venta, UNICENTRO",11295-M3470195,UNICENTRO,5.547044,-73.349235,apartamento,$531.000.000,Entre 5 y 10 años,137 m²,137 m²,$338.80 ,"Apartamento Dúplex con vista hacia el sur y oriente de la ciudad tiene la siguiente distribución : Primer Nivel : Entrada , sala comedor, estudio abierto, balcón, cocina abierta, 1 baño social, habitación con baño privado y tina de hidromasajes. Segundo Nivel : Escalera, estar de alcobas, zona de ropas, 3 alcobas con closet una de estas con baño privado, vestier, balcón y otra solo con baño privado y closet. El edificio cuenta con equipamiento comunal, portería 24 horas, 2 ascensores, citofonía, chut de basuras, sala de cine, gimnasio, zona de canchas deportivas , salón social y parqueadero de visitantes . Acometida general única a tanque de almacenamiento de agua potable.",5,4,4,"['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']","['Zona de lavandería', 'Piso 0', 'Deposito 1', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10/3/2023,tunja
