Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Esquinero,Piso 0,Portería,Zona comercial,Patio,Tipo de piso en sala cerámica,Ascensor,Cerca centros comerciales,Número de local 0,Chimenea,Parqueadero visitantes,Vigilancia,Tipo de piso en comedor cerámica,Piso 5,Piso 2,Area lote 300 m²,Tipo de cortinas persianas,Jacuzzi,Cocina tipo americano,Closets 4,Ubicado en edificio,Cerca parques,Depósito o cuarto útil,Número de Ascensores 0,Tipo acabado de piso cerámica,Tipo acabado de piso laminado,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Tipo de piso en sala laminado,Piso en porcelanato,Cerca colegios / universidades,Tipo de comedor sala comedor,Tipo de cocina abierta,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Closets 3,Zonas verdes,Piso 6,Tipo de local en centro comercial,Cerca supermercados,Zona residencial,Piso 3,Número de Ascensores 2,Sobre vía principal,Calentador gas,Número de líneas teléfonicas 0,Número de Ascensores 1,Baño auxiliar,Características del parqueadero descubierto,Zona de lavandería,Tipo de piso en estudio laminado,Tipo de parqueadero propio,Baños de servicio,Piso 4,Piso 1,Zona campestre,Vigilancia 0,Tipo acabado de piso baldosa,Número de local 1,Vivienda bifamiliar,Piso en madera,Salón comunal,Vista panorámica,Tipo de comedor comedor independiente,Equipado / amoblado,Características del parqueadero cubierto,Parqueadero cubierto,Cocina integral,Hall de alcobas,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Con terraza,Zona de BBQ,Tipo de piso en alcobas laminado,Sauna / turco,Lote vacio,Alarma,Instalación de gas natural,Acceso para discapacitados,Cerca transporte público,Gimnasio,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina paralela,Tipo de cocina lineal,Terraza/Balcón balcón,Deposito 0,Tipo de casa condominio,Piscina,date,city
Local Comercial en Venta,11295-M2619430,,,,local,$469.530.000,Entre 0 y 5 años,156 m²,156 m²,,"El inmueble se encuentra en la tercer planta, con acceso por la avenida universitaria ",,,,"['Número de local 0', 'Piso 0', 'Tipo de local otro', 'Vista exterior']","['Número de local 0', 'Piso 0', 'Tipo de local otro', 'Vista exterior']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Tunja",10159-M4500979,,,,apartamento,$850.000.000,Entre 10 y 20 años,340 m²,320 m²,1,"Código 6827FR310 Espectacular venta de casa esquinera en un sitio muy comercial de la ciudad de Tunja, ubicada cerca al centro comercial la sexta, cerca al centro de convenciones de la cámara de comercio, con trescientos cuarenta metros cuadrados de construcción, casa de tres pisos la cual consta de seis alcobas cada una con closet, la principal con baño privado con jacuzzi, dos baños sociales, balcones, cocina integral, estudio, garaje, antejardín, acabados de primera. 

Si quieres obtener mayor información contáctanos…
",4,5,4,"['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Jacuzzi', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 114 m²', 'Baños de servicio', 'Jardín', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Hall de alcobas', 'Jacuzzi', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 114 m²', 'Baños de servicio', 'Jardín', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de tennis', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Mesopotamia",MC4123995,Mesopotamia,5.545703,-73.35434,apartamento,$255.000.000,Entre 10 y 20 años,75 m²,75 m²,$200.00 ,"Excelente ubicación, Zona Residencial, Cerca a Centros Comerciales (La Sexta, Unicentro, Viva Tunja), Universidades (Uptc, Santo Tomas), Zonas Escolares, Campos deportivos. Vigilancia las 24 Horas. Sauna, Jacuzzi, Salón Social, Parque Infantil, Mesa PinPong, Apto con Cortinas Panel Japones, Romanas y BlackOuts, Sala Comedor con Pisos en Porcelanato, 2 Baños con Mueble y División en Vidrio, 2 Habitaciones con Closets, Estudio, Parqueadero Privado y para Vistantes, Ascensor. ",5,2,2,"['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Piso en madera', 'Zona de lavandería', 'Piso 4', 'Tipo de parqueadero propio', 'Ascensor', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11/22/2023,tunja
Casa en Venta,11295-M3357205,,5.554892,-73.347092,apartamento,$600.000.000,Remodelado,101 m²,101 m²,,"Casa ubicada en el barrio Las Quintas  cerca al Club de EBSA y cercano al Centro Comercial Centro Norte, y Viva, igualmente a la Universidad Santo Tomás, en un sector comercial  de alta valorización.  Cuenta con  un área de 101 mts2 de 3 pisos  compuesta de la siguiente manera: En el primer piso, un local grande con baño, el segundo piso, cuenta con 3 alcobas con closet la principal con baño privado , cocina integral tipo americana, sala comedor, y baño social y el tercer piso, 2 habitaciones y cuarto estudio con altillo amplio.",5,5,3,"['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa condominio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11/22/2023,tunja
"Casa en Venta, Tunja",10159-M4496310,,,,apartamento,$380.000.000,Entre 0 y 5 años,180 m²,170 m²,1,"Código 6823FR305 Excelente oportunidad de adquirir casa en el barrio Sol de Oriente de la ciudad de Tunja, consta de cuatro alcobas, la principal con baño privado y jacuzzi, dos baños sociales, sala-comedor, cocina integral pintada en poliuretano se puede cambiar el color, zona de lavandería, balcón y garaje con puerta eléctrica, cuenta con ornamentación en aluminio, pisos en porcelanato, escaleras en madera zapan pintadas en laca renania, con fácil acceso de transporte público.

¡Lo mejor de todo... es negociable!!! Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,4,4,"['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Jacuzzi', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 63.8 m²', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cancha(s) de fútbol', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Cocina integral', 'Comedor auxiliar', 'Estudio o biblioteca', 'Jacuzzi', 'Zona de lavandería', 'Piso 3', 'Tipo acabado de piso cerámica', 'Area lote 63.8 m²', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cancha(s) de fútbol', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11/22/2023,tunja
"Casa en Venta, San Francisco",11295-M3608990,San Francisco,5.508445,-73.369309,apartamento,$530.427.129,Entre 5 y 10 años,354.07 m²,357.07 m²,,"Casa/bodega con un área de 354,07 m² localizada en el barrio San Francisco. Consta de 3 pisos divididos de la siguiente manera: En el piso 1 hay una Bodega amplia con baño. En el piso 2 tiene un salón con espacio exclusivo (balcón). En el piso 3 hay un apartamento con 2 habitaciones, closet, un baño privado y un baño social, un cuarto de estudio, sala-comedor, espacio exclusivo (balcón) y patio. La propiedad se encuentra aledaña a la Plaza del Mercado del Sur, el sector es usado especialmente para bodegas industriales, cercano se encuentra un CAI de la Policía Nacional, también tiene varias salidas a la ciudad o vías principales.",3,2,2,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, ESPIRITUD NORTE",3072-M4082313,ESPIRITUD NORTE,na,na,apartamento,$245.000.000,Entre 0 y 5 años,169 m²,169 m²,1,"VENTA HERMOSA CASA TUNJA, AREA 169 MTS2 cuenta con 2 niveles en el 1 nivel encontramos sala comedor, cocina integral, zona de lavanderia, garaje y baño social, en el segundo nivel encontramos 3 habitacones  un baño, mayor informacion llamara  elizabeth cely 316 dos setenta y nueve 77 cuarenta y uno ",3,3,2,"['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina paralela', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Número de Ascensores 0', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina paralela', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Número de Ascensores 0', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11/22/2023,tunja
"Local Comercial en Venta, GREEN HILSS TUNJA",11295-M4665250,GREEN HILSS TUNJA,,,local,$786.000.000,Entre 0 y 5 años,243 m²,243 m²,$786.000.000,"Se vende local comercial en Green Hills, exclusiva ubicación con vista esquinera con amplios espacios de atención al cliente cocina ,1 depósitos 3 baños para damas caballeros y personal",3,,,"['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial', 'Vista exterior']","['Número de local 1', 'Piso 1', 'Tipo de local en centro comercial', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, TERRAZAS DE SANTA INES",MC4656545,TERRAZAS DE SANTA INES,5.549867,-73.349379,apartamento,$310.000.000,Entre 0 y 5 años,78.91 m²,78.91 m²,$278.70 ,"amplio directamente,  apartamento ubicado noveno piso, sector cercano a Campus Universidad Santo Tomas, Centro Comercial Unicentro, consta de habitacion principal con vestier, baño y dos (2 habitaciones con closeth, sala comedor, cocina integral, zona de lavanderia, balcon, calentador a gas, baño social y auxiliar, biblioteca o estudio, parqueadero cubierto y deposito. Porteria y vigilancia veinticuatro horas, salon social, sauna, GYM, parque infantil, BBQ, cancha multiple, Lobby",4,3,3,"['Baño auxiliar', 'Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en porcelanato', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 9', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Características del parqueadero cubierto', 'Citófonos', 'Cocina integral', 'Estudio o biblioteca', 'Piso en porcelanato', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 9', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']",0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Las Quintas",12373-M4635622,Las Quintas,5.554885,-73.347292,apartamento,$467.000.000,Entre 5 y 10 años,170 m²,160 m²,1,"¡Hola, futuro propietario! Te presentamos tu nuevo hogar en la deseada urbanización ""Las Quintas"". A un paso de todo: desde emocionantes jornadas de compras en Unicentro y Viva hasta cómodos traslados por la Avenida Norte y la Avenida Universitaria. ¿¿¿¿¿
Dentro, un diseño arquitectónico que combina modernidad y funcionalidad. La sala de doble altura es el perfecto recibidor que fluye hacia una cocina abierta, comedor y un patio donde las risas y buenos momentos esperan. Sube y encuentra habitaciones pensadas para cada miembro de la familia y estudios para el trabajo o hobbies. Pero el broche de oro es la terraza del tercer piso: tus mañanas y noches tendrán un nuevo significado. ¿¿¿
Con vías adoquinadas, parques cercanos y un entorno seguro, no es solo una casa, es un estilo de vida.

¡Contáctanos AHORA! Y descubre por qué este es el lugar que tu familia merece. ¿¿
",5,5,3,"['Apto para niños', 'Tipo de cortinas persianas', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina lineal', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area lote 90 m²', 'Area Terraza/Balcón 9 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Apto para niños', 'Tipo de cortinas persianas', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina lineal', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area lote 90 m²', 'Area Terraza/Balcón 9 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Sendero peatonal', 'Zona de BBQ', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Maldonado",12373-M4622995,Maldonado,5.541316,-73.358413,apartamento,$230.000.000,Entre 10 y 20 años,68 m²,65 m²,$210.00 ,"¿ ¡Tu Oportunidad Única!

Este apartamento es más que cuatro paredes y un techo; es el escenario de tus mejores momentos. ¿Puedes imaginarlo?

¿ Ubicación de Ensueño: En el codiciado barrio de El Maldonado, este apartamento te ofrece una vida rodeada de comodidades y vitalidad. ¡No te pierdas esta oportunidad única!

¿ Luz Infinita: Su orientación al norte asegura que cada rincón esté bañado de luz natural durante todo el día.

¿ Espacio Perfecto: Tres amplias habitaciones y dos baños modernos brindan comodidad sin igual.

¿ Terminados de Calidad: Los acabados de este apartamento te harán sentir que estás viviendo en el lujo.

¿ Precio Inigualable: Esta joya está lista para ser tuya a un precio que no podrás resistir.

¿Estás listo para dar el siguiente paso? ¡Llámanos ahora y descubre cómo hacer realidad este sueño! Este apartamento no estará disponible por mucho tiempo. ¡Hazlo tuyo hoy mismo!",4,3,2,"['Apto para niños', 'Citófonos', 'Tipo de cortinas persianas', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Ascensor', 'Circuito cerrado de TV', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 1', 'Terraza/Balcón ninguno', 'Vigilancia 24hrs', 'Gimnasio', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Apto para niños', 'Citófonos', 'Tipo de cortinas persianas', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Ascensor', 'Circuito cerrado de TV', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 1', 'Terraza/Balcón ninguno', 'Vigilancia 24hrs', 'Gimnasio', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,11/22/2023,tunja
"Casa en Venta, Las Quintas",11295-M3562129,Las Quintas,5.554885,-73.347292,apartamento,$600.000.000,Entre 5 y 10 años,101 m²,101 m²,,"Casa ubicada en el barrio Las Quintas cerca al Club de EBSA y cercano al Centro Comercial Centro Norte, y Viva, igualmente a la Universidad Santo Tomás, en un sector comercial de alta valorización.  Cuenta con un área de 101 m² de 3 pisos compuesta de la siguiente manera: En el primer piso, un local grande con baño; en el segundo piso, cuenta con 3 alcobas con closet, la principal con baño privado, cocina integral tipo americana, sala comedor y baño social; y el tercer piso, cuenta con 2 habitaciones y cuarto estudio con altillo amplio.",5,5,3,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, SAN FRANCISCO",11295-M3297796,SAN FRANCISCO,5.508445,-73.369309,apartamento,$530.427.129,Entre 10 y 20 años,354 m²,354 m²,,"Casa/bodega con una área de 354,07 mts2 localizada en el barrio San Francisco consta de 3 pisos divididos de la siguiente manera: Piso 1: Bodega amplia con baño Amplia. Piso 2 salón con espacio exclusivo (balcón). Piso 3 Apartamento con 2 habitaciones con closet, un baño privado y uno social , un cuarto estudio sala comedor espacio exclusivo (balcón) y patio. La propiedad se encuentra aledaña a la Plaza del Mercado del Sur, el sector es usado especialmente a bodegas de industriales, cercano hay un CAI De Policía también tiene varias salidas a la ciudad o vías principales.",3,2,2,"['Zona de lavandería', 'Tipo de casa tradicional', 'Deposito 1', 'Area lote 354 m²']","['Zona de lavandería', 'Tipo de casa tradicional', 'Deposito 1', 'Area lote 354 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, EL PARAISO TUNJA",11295-M4204386,EL PARAISO TUNJA,5.537356,-73.362719,apartamento,$160.000.000,Entre 10 y 20 años,92 m²,92 m²,1,"Se vende casa esquinera de 2 niveles en una ubicación privilegiada, cerca del Colegio Inem y con fácil acceso a transporte público. A solo 7 minutos del centro histórico, esta vivienda cómoda consta de sala comedor, baño social, cocina, patio de ropas y una habitación en el primer nivel. En el segundo nivel, se encuentran 3 habitaciones y 1 baño. Además, cuenta con una zona de parqueo. ¡No pierdas la oportunidad de adquirir esta casa en una excelente ubicación y con todas las comodidades que necesitas para vivir cómodamente!",3,3,2,"['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']","['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
